tconst,primaryTitle,genres,averageRating,startYear,nconst,primaryName,category,primaryProfession
tt0017698,Breakfast at Sunrise,"Comedy,Romance",7.0,1927,nm0048798,Nellie Bly Baker,actress,"actress,miscellaneous"
tt0009037,The Enemy Within,\N,7.4,1918,nm0048853,Rex 'Snowy' Baker,actor,"actor,producer,stunts"
tt0011428,The Man from Kangaroo,Drama,6.1,1920,nm0048853,Rex 'Snowy' Baker,actor,"actor,producer,stunts"
tt0011428,The Man from Kangaroo,Drama,6.1,1920,nm0048853,Rex 'Snowy' Baker,producer,"actor,producer,stunts"
tt0006688,Flirting with Fate,"Adventure,Comedy",6.4,1916,nm0048874,Robert M. Baker,writer,writer
tt0006692,The Flying Torpedo,Drama,5.0,1916,nm0048874,Robert M. Baker,writer,writer
tt0007257,Reggie Mixes In,"Action,Comedy,Drama",5.4,1916,nm0048874,Robert M. Baker,writer,writer
tt0015400,The Thief of Bagdad,"Adventure,Family,Fantasy",7.7,1924,nm0048905,Sam Baker,actor,"actor,archive_footage"
tt0017329,The Road to Mandalay,Drama,6.3,1926,nm0048905,Sam Baker,actor,"actor,archive_footage"
tt0017354,The Sea Beast,"Action,Adventure,Fantasy",6.2,1926,nm0048905,Sam Baker,actor,"actor,archive_footage"
tt0018164,The Missing Link,"Adventure,Comedy,Romance",6.7,1927,nm0048905,Sam Baker,actor,"actor,archive_footage"
tt0016642,"Bertha, the Sewing Machine Girl","Adventure,Drama,Romance",7.0,1926,nm0049055,William Bakewell,actor,"actor,soundtrack,archive_footage"
tt0017526,The Waning Sex,"Comedy,Romance",6.5,1926,nm0049055,William Bakewell,actor,"actor,soundtrack,archive_footage"
tt0017534,West Point,"Drama,Romance,Sport",6.6,1927,nm0049055,William Bakewell,actor,"actor,soundtrack,archive_footage"
tt0018646,Annapolis,"Comedy,Drama",7.4,1928,nm0049055,William Bakewell,actor,"actor,soundtrack,archive_footage"
tt0018678,The Battle of the Sexes,Comedy,6.5,1928,nm0049055,William Bakewell,actor,"actor,soundtrack,archive_footage"
tt0018976,Harold Teen,"Comedy,Family,Romance",6.0,1928,nm0049055,William Bakewell,actor,"actor,soundtrack,archive_footage"
tt0019936,Gold Diggers of Broadway,"Comedy,Musical",7.1,1929,nm0049055,William Bakewell,actor,"actor,soundtrack,archive_footage"
tt0020000,Hot Stuff,Comedy,6.2,1929,nm0049055,William Bakewell,actor,"actor,soundtrack,archive_footage"
tt0020030,The Iron Mask,"Adventure,Drama,History",7.0,1929,nm0049055,William Bakewell,actor,"actor,soundtrack,archive_footage"
tt0020030,The Iron Mask,"Adventure,Drama,History",7.0,1929,nm0049055,William Bakewell,actor,"actor,soundtrack,archive_footage"
tt0020074,Lady of the Pavements,"Drama,Romance",6.7,1929,nm0049055,William Bakewell,actor,"actor,soundtrack,archive_footage"
tt0010247,Sir Arne's Treasure,"Drama,History",7.1,1919,nm0049189,Alexander Bako,production_designer,"art_director,production_designer"
tt0007110,Mágnás Miska,\N,6.6,1917,nm0049201,Károly Bakonyi,writer,writer
tt0008374,Az obsitos,Drama,6.2,1917,nm0049201,Károly Bakonyi,writer,writer
tt0008657,Tatárjárás,"Drama,Short",5.5,1917,nm0049201,Károly Bakonyi,writer,writer
tt0008395,Father Sergius,"Biography,Drama,History",6.8,1918,nm0049242,Pyotr Baksheyev,actor,actor
tt0018607,Yellow Pass,Drama,6.7,1928,nm0049242,Pyotr Baksheyev,actor,actor
tt0018841,Dom na Trubnoy,Comedy,7.2,1928,nm0049242,Pyotr Baksheyev,actor,actor
tt0003735,Bánk bán,\N,5.2,1915,nm0049279,László Bakó,actor,actor
tt0006419,El beso de la muerte,Drama,3.8,1917,nm0049367,Josep Balaguer,actor,actor
tt0010536,The Other,Horror,5.0,1919,nm0049367,Josep Balaguer,actor,actor
tt0001184,Don Juan de Serrallonga,"Adventure,Drama",3.8,1910,nm0049370,Víctor Balaguer,writer,"writer,archive_footage"
tt0016569,Adventures of a Ten Mark Note,Drama,5.8,1926,nm0049462,Béla Balázs,writer,"writer,actor,director"
tt0017099,Madame Doesn't Want Children,Drama,6.4,1926,nm0049462,Béla Balázs,writer,"writer,actor,director"
tt0017826,Doña Juana,Drama,6.6,1928,nm0049462,Béla Balázs,writer,"writer,actor,director"
tt0017952,Das Mädchen mit den fünf Nullen,Comedy,6.8,1927,nm0049462,Béla Balázs,writer,"writer,actor,director"
tt0008725,The Last Dawn,"Adventure,Drama,Romance",5.7,1917,nm0049475,Jenö Balassa,actor,actor
tt0008806,Jean the Tenant,Drama,4.1,1918,nm0049475,Jenö Balassa,actor,actor
tt0008810,99,"Crime,Drama",4.5,1918,nm0049475,Jenö Balassa,actor,actor
tt0008836,Anna Karenina,Drama,5.3,1918,nm0049475,Jenö Balassa,actor,actor
tt0008983,The Ugly Boy,Drama,4.0,1918,nm0049475,Jenö Balassa,actor,actor
tt0009322,"Lu, the Coquette",Drama,4.0,1919,nm0049475,Jenö Balassa,actor,actor
tt0009419,The Sunflower Woman,Drama,5.0,1918,nm0049475,Jenö Balassa,actor,actor
tt0009622,A skorpió I.,Drama,4.3,1918,nm0049475,Jenö Balassa,actor,actor
tt0009857,A 111-es,"Drama,Romance,Thriller",4.2,1920,nm0049475,Jenö Balassa,actor,actor
tt0011080,A Csodagyerek,Horror,5.2,1924,nm0049475,Jenö Balassa,actor,actor
tt0007464,Tom Brown's Schooldays,Drama,5.5,1916,nm0049542,Silvano Balboni,cinematographer,"cinematographer,director,miscellaneous"
tt0014462,Shifting Sands,"Adventure,Drama",2.2,1923,nm0049542,Silvano Balboni,cinematographer,"cinematographer,director,miscellaneous"
tt0016002,Lady Robinhood,Drama,7.0,1925,nm0049542,Silvano Balboni,cinematographer,"cinematographer,director,miscellaneous"
tt0014072,La garçonne,Drama,6.6,1923,nm0049600,Suzanne Balco,actress,actress
tt0015217,The Passionate Adventure,Drama,6.4,1924,nm0049608,Michael Balcon,producer,"producer,miscellaneous,actor"
tt0015493,White Shadows,Drama,6.0,1924,nm0049608,Michael Balcon,producer,"producer,miscellaneous,actor"
tt0015508,Woman to Woman,"Drama,Romance",6.9,1923,nm0049608,Michael Balcon,producer,"producer,miscellaneous,actor"
tt0016230,The Pleasure Garden,"Drama,Romance",5.8,1925,nm0049608,Michael Balcon,producer,"producer,miscellaneous,actor"
tt0016246,Die Prinzessin und der Geiger,Drama,7.1,1925,nm0049608,Michael Balcon,producer,"producer,miscellaneous,actor"
tt0017311,The Rat,Crime,7.1,1925,nm0049608,Michael Balcon,producer,"producer,miscellaneous,actor"
tt0017683,Blighty,"Drama,War",6.4,1927,nm0049608,Michael Balcon,producer,"producer,miscellaneous,actor"
tt0017930,Der Geisterzug,Crime,7.0,1927,nm0049608,Michael Balcon,producer,"producer,miscellaneous,actor"
tt0018507,The Triumph of the Rat,Romance,6.1,1926,nm0049608,Michael Balcon,producer,"producer,miscellaneous,actor"
tt0018671,Balaclava,"Drama,War",5.2,1928,nm0049608,Michael Balcon,producer,"producer,miscellaneous,actor"
tt0018791,The Constant Nymph,"Drama,Romance",7.3,1928,nm0049608,Michael Balcon,producer,"producer,miscellaneous,actor"
tt0018891,The First Born,Drama,7.2,1928,nm0049608,Michael Balcon,producer,"producer,miscellaneous,actor"
tt0019538,The Vortex,Drama,6.2,1928,nm0049608,Michael Balcon,producer,"producer,miscellaneous,actor"
tt0019770,City of Play,Drama,5.4,1929,nm0049608,Michael Balcon,producer,"producer,miscellaneous,actor"
tt0019404,Sole!,Drama,5.5,1929,nm0049645,Arnaldo Baldaccini,actor,actor
tt0016889,Die Flucht in die Nacht,\N,5.8,1926,nm0049763,Oreste Bilancia,actor,actor
tt0018088,Pawns of Passion,Drama,5.5,1928,nm0049763,Oreste Bilancia,actor,actor
tt0014553,To the Last Man,"Drama,Western",5.1,1923,nm0049820,Bert Baldridge,cinematographer,"cinematographer,camera_department,writer"
tt0016167,The Northern Code,"Adventure,Drama,Romance",6.4,1925,nm0049820,Bert Baldridge,cinematographer,"cinematographer,camera_department,writer"
tt0017523,Walloping Kid,Western,5.1,1926,nm0049820,Bert Baldridge,cinematographer,"cinematographer,camera_department,writer"
tt0017000,The Iron Rider,Western,6.0,1927,nm0049879,Curley Baldwin,actor,actor
tt0018727,Brotherly Love,Comedy,5.5,1928,nm0049898,Earl Baldwin,writer,"writer,miscellaneous,producer"
tt0003599,The Adventures of Buffalo Bill,"Documentary,Western",6.4,1917,nm0049905,Frank D. Baldwin,self,actor
tt0004155,The Indian Wars,"History,Western",6.3,1914,nm0049905,Frank D. Baldwin,actor,actor
tt0003526,The Werewolf,"Adventure,Drama,Fantasy",5.9,1913,nm0049995,Ruth Ann Baldwin,writer,"writer,director"
tt0003816,Damon and Pythias,Drama,6.4,1914,nm0049995,Ruth Ann Baldwin,writer,"writer,director"
tt0007610,'49-'17,"Drama,Western",5.8,1917,nm0049995,Ruth Ann Baldwin,director,"writer,director"
tt0007610,'49-'17,"Drama,Western",5.8,1917,nm0049995,Ruth Ann Baldwin,writer,"writer,director"
tt0019850,Seduction,"Drama,Romance",7.1,1929,nm0050056,Milka Balek-Brodská,actress,actress
tt0009423,The Naulahka,Adventure,6.4,1918,nm0050102,Charles Wolcott Balestier,writer,writer
tt0012958,The Bohemian Girl,Romance,6.3,1922,nm0050145,Michael William Balfe,writer,"writer,music_department,soundtrack"
tt0011280,Helleveeg,\N,4.7,1920,nm0050147,Co Balfoort,actor,actor
tt0013902,Bulldog Drummond,"Action,Adventure,Crime",7.1,1922,nm0050147,Co Balfoort,actor,actor
tt0004257,The Lost Paradise,Drama,5.0,1914,nm0050150,Augustus Balfour,actor,actor
tt0011692,The Sign on the Door,Drama,5.2,1921,nm0050150,Augustus Balfour,actor,actor
tt0013631,Squibs Wins the Calcutta Sweep,Comedy,6.4,1922,nm0050151,Betty Balfour,actress,"actress,producer,writer"
tt0014223,"Love, Life and Laughter","Drama,Romance",7.1,1923,nm0050151,Betty Balfour,actress,"actress,producer,writer"
tt0015295,Réveille,"Drama,War",4.6,1924,nm0050151,Betty Balfour,actress,"actress,producer,writer"
tt0016886,A Sister of Six,Drama,7.1,1926,nm0050151,Betty Balfour,actress,"actress,producer,writer"
tt0018756,Champagne,Comedy,5.4,1928,nm0050151,Betty Balfour,actress,"actress,producer,writer"
tt0019103,Skirts,Comedy,6.3,1928,nm0050151,Betty Balfour,actress,"actress,producer,writer"
tt0019724,The Vagabond Queen,Comedy,7.0,1929,nm0050151,Betty Balfour,actress,"actress,producer,writer"
tt0019724,The Vagabond Queen,Comedy,7.0,1929,nm0050151,Betty Balfour,actress,"actress,producer,writer"
tt0011174,Fantomas,Adventure,6.6,1920,nm0050157,Eve Balfour,actress,actress
tt0002677,The Bells,"Horror,Short",6.0,1913,nm0050169,Sue Balfour,actress,actress
tt0008031,The Great Secret,"Action,Adventure",5.7,1917,nm0050169,Sue Balfour,actress,actress
tt0015467,Wanderer of the Wasteland,Western,8.0,1924,nm0050341,Arthur Ball,cinematographer,"cinematographer,miscellaneous"
tt0002465,Robin Hood,"Adventure,Drama,Romance",5.2,1912,nm0050369,Eustace Hale Ball,writer,"writer,director"
tt0008742,The Voice on the Wire,"Action,Adventure,Crime",7.6,1917,nm0050369,Eustace Hale Ball,writer,"writer,director"
tt0012937,Beyond the Rainbow,Drama,7.0,1922,nm0050369,Eustace Hale Ball,writer,"writer,director"
tt0013688,The Toll of the Sea,"Drama,Family,Fantasy",6.6,1922,nm0050385,J.A. Ball,cinematographer,"cinematographer,miscellaneous"
tt0013311,The Song of Life,Drama,6.8,1922,nm0050509,Miriam Bellah,actress,"actress,miscellaneous"
tt0009544,Revenge,Western,8.2,1918,nm0050583,Alberta Ballard,actress,actress
tt0008207,Lonesome Luke's Lively Life,"Comedy,Short",5.6,1917,nm0050609,Elmer Ballard,actor,actor
tt0008401,Over the Fence,"Comedy,Short,Sport",5.7,1917,nm0050609,Elmer Ballard,actor,actor
tt0008432,Pinched,"Comedy,Short",5.9,1917,nm0050609,Elmer Ballard,actor,actor
tt0019630,Alibi,"Action,Crime,Romance",5.7,1929,nm0050609,Elmer Ballard,actor,actor
tt0019979,Her Private Affair,"Crime,Drama,Romance",5.1,1929,nm0050609,Elmer Ballard,actor,actor
tt0008873,"Believe Me, Xantippe","Comedy,Romance,Western",5.0,1918,nm0050635,John Frederick Ballard,writer,writer
tt0017399,With Sitting Bull at the Spirit Lake Massacre,Western,5.7,1927,nm0050693,Lucille Ballart,actress,actress
tt0019841,The Brandenburg Arch,Drama,4.8,1929,nm0050830,Carl Balhaus,actor,"actor,director,writer"
tt0007795,The Cinderella Man,Comedy,7.1,1917,nm0050846,Hugo Ballin,production_designer,"art_director,director,production_designer"
tt0008666,Thais,Drama,6.5,1917,nm0050846,Hugo Ballin,director,"art_director,director,production_designer"
tt0008861,Back to the Woods,"Comedy,Drama",7.2,1918,nm0050846,Hugo Ballin,production_designer,"art_director,director,production_designer"
tt0009017,Dodging a Million,Comedy,7.8,1918,nm0050846,Hugo Ballin,production_designer,"art_director,director,production_designer"
tt0009079,The Floor Below,"Comedy,Drama",6.3,1918,nm0050846,Hugo Ballin,production_designer,"art_director,director,production_designer"
tt0009482,Peck's Bad Girl,Comedy,6.8,1918,nm0050846,Hugo Ballin,production_designer,"art_director,director,production_designer"
tt0009760,The Venus Model,"Comedy,Romance",7.4,1918,nm0050846,Hugo Ballin,production_designer,"art_director,director,production_designer"
tt0012329,Jane Eyre,Drama,6.8,1921,nm0050846,Hugo Ballin,director,"art_director,director,production_designer"
tt0012329,Jane Eyre,Drama,6.8,1921,nm0050846,Hugo Ballin,writer,"art_director,director,production_designer"
tt0012329,Jane Eyre,Drama,6.8,1921,nm0050846,Hugo Ballin,producer,"art_director,director,production_designer"
tt0014572,Vanity Fair,Drama,7.4,1923,nm0050846,Hugo Ballin,director,"art_director,director,production_designer"
tt0014572,Vanity Fair,Drama,7.4,1923,nm0050846,Hugo Ballin,writer,"art_director,director,production_designer"
tt0014572,Vanity Fair,Drama,7.4,1923,nm0050846,Hugo Ballin,producer,"art_director,director,production_designer"
tt0008622,The Spreading Dawn,Drama,6.7,1917,nm0050849,Mabel Ballin,actress,"actress,archive_footage"
tt0008990,The Danger Game,Comedy,6.9,1918,nm0050849,Mabel Ballin,actress,"actress,archive_footage"
tt0009116,The Glorious Adventure,Drama,6.8,1918,nm0050849,Mabel Ballin,actress,"actress,archive_footage"
tt0009279,Laughing Bill Hyde,"Adventure,Comedy",5.7,1918,nm0050849,Mabel Ballin,actress,"actress,archive_footage"
tt0010882,The White Heather,Drama,6.0,1919,nm0050849,Mabel Ballin,actress,"actress,archive_footage"
tt0011805,Under Crimson Skies,Adventure,4.5,1920,nm0050849,Mabel Ballin,actress,"actress,archive_footage"
tt0012329,Jane Eyre,Drama,6.8,1921,nm0050849,Mabel Ballin,actress,"actress,archive_footage"
tt0014572,Vanity Fair,Drama,7.4,1923,nm0050849,Mabel Ballin,actress,"actress,archive_footage"
tt0015602,Barriers Burned Away,Drama,5.1,1925,nm0050849,Mabel Ballin,actress,"actress,archive_footage"
tt0015694,Code of the West,Western,5.3,1925,nm0050849,Mabel Ballin,actress,"actress,archive_footage"
tt0016288,Riders of the Purple Sage,"Action,Drama,Western",6.3,1925,nm0050849,Mabel Ballin,actress,"actress,archive_footage"
tt0010892,A Wild Goose Chase,Adventure,6.3,1919,nm0050981,Edwin Balmer,writer,writer
tt0016420,That Royle Girl,"Comedy,Drama",5.6,1925,nm0050981,Edwin Balmer,writer,writer
tt0006626,Elnémult harangok,\N,6.0,1922,nm0051019,Béla Balogh,actor,"director,writer,producer"
tt0006626,Elnémult harangok,\N,6.0,1922,nm0051019,Béla Balogh,director,"director,writer,producer"
tt0006626,Elnémult harangok,\N,6.0,1922,nm0051019,Béla Balogh,producer,"director,writer,producer"
tt0008374,Az obsitos,Drama,6.2,1917,nm0051019,Béla Balogh,director,"director,writer,producer"
tt0011273,Hegyek alján,\N,5.8,1920,nm0051019,Béla Balogh,director,"director,writer,producer"
tt0012453,A Megfagyott gyermek,"Drama,Short",6.5,1921,nm0051019,Béla Balogh,director,"director,writer,producer"
tt0000376,A táncz,"Documentary,Short",5.9,1901,nm0051042,Lidia Balogh,actress,\N
tt0016834,Una extraña aventura de Luis Candelas,"Adventure,Crime,Drama",7.0,1926,nm0051095,José Balsalobre,actor,actor
tt0005884,Pennington's Choice,Drama,6.0,1915,nm0051140,Fred J. Balshofer,producer,"director,cinematographer,producer"
tt0008091,The Hidden Spring,"Adventure,Romance",6.4,1917,nm0051140,Fred J. Balshofer,writer,"director,cinematographer,producer"
tt0009278,The Landloper,"Adventure,Romance",6.9,1918,nm0051140,Fred J. Balshofer,writer,"director,cinematographer,producer"
tt0009564,Rose Bernd,"Drama,Romance",6.6,1919,nm0051276,Hans Baluschek,production_designer,"art_director,costume_designer,costume_department"
tt0001122,The Red Inn,\N,4.9,1910,nm0051304,Honoré de Balzac,writer,"writer,music_department,archive_footage"
tt0005685,The Magic Skin,"Drama,History",4.6,1915,nm0051304,Honoré de Balzac,writer,"writer,music_department,archive_footage"
tt0011135,The Dream Cheater,Horror,5.8,1920,nm0051304,Honoré de Balzac,writer,"writer,music_department,archive_footage"
tt0011302,Man of the Sea,Drama,6.8,1920,nm0051304,Honoré de Balzac,writer,"writer,music_department,archive_footage"
tt0011507,Narayana,Fantasy,5.4,1920,nm0051304,Honoré de Balzac,writer,"writer,music_department,archive_footage"
tt0012068,The Conquering Power,"Drama,Romance",6.8,1921,nm0051304,Honoré de Balzac,writer,"writer,music_department,archive_footage"
tt0013104,The Eternal Flame,"Drama,History",6.2,1922,nm0051304,Honoré de Balzac,writer,"writer,music_department,archive_footage"
tt0013846,The Red Inn,Drama,6.8,1923,nm0051304,Honoré de Balzac,writer,"writer,music_department,archive_footage"
tt0014483,Slave of Desire,Drama,2.2,1923,nm0051304,Honoré de Balzac,writer,"writer,music_department,archive_footage"
tt0017252,Paris at Midnight,Drama,5.7,1926,nm0051304,Honoré de Balzac,writer,"writer,music_department,archive_footage"
tt0014072,La garçonne,Drama,6.6,1923,nm0051310,Ninon Balzan,actress,actress
tt0007417,The Suspect,"Drama,Romance",7.2,1916,nm0051373,H.J.W. Bam,writer,writer
tt0012328,Jackie,"Drama,Romance",4.9,1921,nm0051443,Elsie Bambrick,actress,actress
tt0002082,The Burglar's Dilemma,"Drama,Short",6.0,1912,nm0051445,Gertrude Bambrick,actress,"actress,miscellaneous"
tt0002212,The God Within,"Drama,Short",5.8,1912,nm0051445,Gertrude Bambrick,actress,"actress,miscellaneous"
tt0002216,Gold and Glitter,"Drama,Short",5.5,1912,nm0051445,Gertrude Bambrick,actress,"actress,miscellaneous"
tt0002409,The One She Loved,"Romance,Short",6.4,1912,nm0051445,Gertrude Bambrick,actress,"actress,miscellaneous"
tt0002546,Two Daughters of Eve,"Drama,Short",7.4,1912,nm0051445,Gertrude Bambrick,actress,"actress,miscellaneous"
tt0002702,Broken Ways,"Short,Western",5.1,1913,nm0051445,Gertrude Bambrick,actress,"actress,miscellaneous"
tt0002702,Broken Ways,"Short,Western",5.1,1913,nm0051445,Gertrude Bambrick,actress,"actress,miscellaneous"
tt0002718,Brothers,"Drama,Short",3.9,1913,nm0051445,Gertrude Bambrick,actress,"actress,miscellaneous"
tt0003170,The Mothering Heart,"Drama,Short",6.4,1913,nm0051445,Gertrude Bambrick,actress,"actress,miscellaneous"
tt0003207,Near to Earth,"Drama,Short",5.2,1913,nm0051445,Gertrude Bambrick,actress,"actress,miscellaneous"
tt0003226,Oil and Water,"Drama,Short",5.1,1913,nm0051445,Gertrude Bambrick,actress,"actress,miscellaneous"
tt0003268,The Perfidy of Mary,"Drama,Short",6.0,1913,nm0051445,Gertrude Bambrick,actress,"actress,miscellaneous"
tt0003323,"The Reformers; or, the Lost Art of Minding One's Business","Comedy,Drama,Short",6.5,1913,nm0051445,Gertrude Bambrick,actress,"actress,miscellaneous"
tt0003323,"The Reformers; or, the Lost Art of Minding One's Business","Comedy,Drama,Short",6.5,1913,nm0051445,Gertrude Bambrick,actress,"actress,miscellaneous"
tt0003436,The Telephone Girl and the Lady,"Drama,Short",5.5,1913,nm0051445,Gertrude Bambrick,actress,"actress,miscellaneous"
tt0004181,Judith of Bethulia,Drama,6.2,1914,nm0051445,Gertrude Bambrick,actress,"actress,miscellaneous"
tt0004219,Liberty Belles,"Comedy,Romance,Short",5.7,1914,nm0051445,Gertrude Bambrick,actress,"actress,miscellaneous"
tt0004526,The Rejuvenation of Aunt Mary,"Comedy,Short",4.4,1916,nm0051445,Gertrude Bambrick,actress,"actress,miscellaneous"
tt0015389,Teeth,Western,3.0,1924,nm0051628,George Bancroft,actor,"actor,archive_footage"
tt0015694,Code of the West,Western,5.3,1925,nm0051628,George Bancroft,actor,"actor,archive_footage"
tt0016235,The Pony Express,"Drama,Western",6.0,1925,nm0051628,George Bancroft,actor,"actor,archive_footage"
tt0016259,The Rainbow Trail,"Drama,Western",6.2,1925,nm0051628,George Bancroft,actor,"actor,archive_footage"
tt0016823,The Enchanted Hill,"Drama,Western",6.4,1926,nm0051628,George Bancroft,actor,"actor,archive_footage"
tt0017226,Old Ironsides,"Drama,History",6.9,1926,nm0051628,George Bancroft,actor,"actor,archive_footage"
tt0017340,The Runaway,Drama,4.6,1926,nm0051628,George Bancroft,actor,"actor,archive_footage"
tt0017356,Sea Horses,"Drama,Romance",5.9,1926,nm0051628,George Bancroft,actor,"actor,archive_footage"
tt0018346,The Rough Riders,"Action,Drama,War",3.7,1927,nm0051628,George Bancroft,actor,"actor,archive_footage"
tt0018470,Tell It to Sweeney,Comedy,5.8,1927,nm0051628,George Bancroft,actor,"actor,archive_footage"
tt0018526,Underworld,"Crime,Drama,Film-Noir",7.5,1927,nm0051628,George Bancroft,actor,"actor,archive_footage"
tt0018571,White Gold,Western,6.7,1927,nm0051628,George Bancroft,actor,"actor,archive_footage"
tt0018839,The Docks of New York,"Crime,Drama,Film-Noir",7.5,1928,nm0051628,George Bancroft,actor,"actor,archive_footage"
tt0018849,The Dragnet,"Crime,Drama",5.7,1928,nm0051628,George Bancroft,actor,"actor,archive_footage"
tt0019380,The Showdown,Drama,6.9,1928,nm0051628,George Bancroft,actor,"actor,archive_footage"
tt0019548,The Ware Case,Drama,6.6,1928,nm0051631,George Pleydell Bancroft,writer,writer
tt0013462,One Terrible Day,"Comedy,Family,Short",6.6,1922,nm0051704,Ed Brandenburg,actor,"actor,stunts,miscellaneous"
tt0013803,Young Sherlocks,"Comedy,Family,Short",6.5,1922,nm0051704,Ed Brandenburg,actor,"actor,stunts,miscellaneous"
tt0014429,Safety Last!,"Action,Comedy,Thriller",8.1,1923,nm0051704,Ed Brandenburg,actor,"actor,stunts,miscellaneous"
tt0016903,45 Minutes from Hollywood,"Comedy,Short",5.4,1926,nm0051704,Ed Brandenburg,actor,"actor,stunts,miscellaneous"
tt0017634,Anything Once!,"Comedy,Short",6.3,1927,nm0051704,Ed Brandenburg,actor,"actor,stunts,miscellaneous"
tt0017664,The Battle of the Century,"Comedy,Short",7.1,1927,nm0051704,Ed Brandenburg,actor,"actor,stunts,miscellaneous"
tt0017664,The Battle of the Century,"Comedy,Short",7.1,1927,nm0051704,Ed Brandenburg,actor,"actor,stunts,miscellaneous"
tt0017813,Do Detectives Think?,"Comedy,Short",6.8,1927,nm0051704,Ed Brandenburg,actor,"actor,stunts,miscellaneous"
tt0018106,Love 'Em and Weep,"Comedy,Romance,Short",6.4,1927,nm0051704,Ed Brandenburg,actor,"actor,stunts,miscellaneous"
tt0018294,Putting Pants on Philip,"Comedy,Short",6.6,1927,nm0051704,Ed Brandenburg,actor,"actor,stunts,miscellaneous"
tt0018356,"Sailors, Beware!","Comedy,Romance,Short",6.7,1927,nm0051704,Ed Brandenburg,actor,"actor,stunts,miscellaneous"
tt0019832,Double Whoopee,"Comedy,Short",6.9,1929,nm0051704,Ed Brandenburg,actor,"actor,stunts,miscellaneous"
tt0019999,The Hoose-Gow,"Comedy,Short",7.0,1929,nm0051704,Ed Brandenburg,actor,"actor,stunts,miscellaneous"
tt0007439,Thais,"Sci-Fi,Short",5.4,1917,nm0051737,Augusto Bandini,actor,"actor,archive_footage"
tt0015103,Maciste imperatore,Adventure,5.3,1924,nm0051737,Augusto Bandini,actor,"actor,archive_footage"
tt0016920,Il gigante delle Dolomiti,\N,5.6,1927,nm0051737,Augusto Bandini,actor,"actor,archive_footage"
tt0019043,Crossroads,Drama,7.0,1928,nm0051758,Junosuke Bandô,actor,actor
tt0016185,Orochi,"Action,Adventure",7.0,1925,nm0051765,Tsumasaburô Bandô,actor,"actor,producer,archive_footage"
tt0010050,A Daughter of Eve,"Crime,Drama",5.2,1919,nm0051888,Edward Banfield,actor,actor
tt0001614,The Four Devils,Drama,6.5,1911,nm0051911,Herman Bang,writer,writer
tt0007522,Vingarne,Drama,5.7,1916,nm0051911,Herman Bang,writer,writer
tt0015136,Michael,"Drama,Romance",7.1,1924,nm0051911,Herman Bang,writer,writer
tt0014144,Iron Wills,Comedy,5.7,1923,nm0051928,Solveig Bang,actress,actress
tt0017443,Sweet Adeline,Comedy,7.7,1926,nm0052116,Charles E. Banks,writer,writer
tt0013308,The Leather Pushers,"Drama,Sport",6.7,1922,nm0052142,Doreen Banks,actress,actress
tt0013278,John Smith,Comedy,6.1,1922,nm0052151,Estar Banks,actress,actress
tt0008476,The Purple Mask,Action,5.8,1916,nm0052217,Monty Banks,actor,"actor,director,producer"
tt0010155,The Garage,"Comedy,Short",6.7,1920,nm0052217,Monty Banks,actor,"actor,director,producer"
tt0010391,Love,"Comedy,Short",6.7,1919,nm0052217,Monty Banks,actor,"actor,director,producer"
tt0011253,The Grocery Clerk,"Comedy,Short",5.9,1919,nm0052217,Monty Banks,actor,"actor,director,producer"
tt0011781,Too Much Johnson,Comedy,7.2,1919,nm0052217,Monty Banks,actor,"actor,director,producer"
tt0016615,Atta Boy,"Action,Comedy,Crime",5.7,1926,nm0052217,Monty Banks,actor,"actor,director,producer"
tt0017894,Flying Luck,Comedy,6.2,1927,nm0052217,Monty Banks,actor,"actor,director,producer"
tt0017894,Flying Luck,Comedy,6.2,1927,nm0052217,Monty Banks,writer,"actor,director,producer"
tt0017894,Flying Luck,Comedy,6.2,1927,nm0052217,Monty Banks,producer,"actor,director,producer"
tt0018011,Horse Shoes,Comedy,6.7,1927,nm0052217,Monty Banks,actor,"actor,director,producer"
tt0018011,Horse Shoes,Comedy,6.7,1927,nm0052217,Monty Banks,writer,"actor,director,producer"
tt0018266,Play Safe,Comedy,7.9,1927,nm0052217,Monty Banks,actor,"actor,director,producer"
tt0018266,Play Safe,Comedy,7.9,1927,nm0052217,Monty Banks,writer,"actor,director,producer"
tt0018620,Honeymoon Abroad,Comedy,6.3,1928,nm0052217,Monty Banks,actor,"actor,director,producer"
tt0019265,A Perfect Gentleman,Comedy,6.3,1928,nm0052217,Monty Banks,actor,"actor,director,producer"
tt0019658,Atlantic,Drama,5.2,1929,nm0052217,Monty Banks,actor,"actor,director,producer"
tt0008549,The Sea Master,"Adventure,Drama",6.1,1917,nm0052226,Perry Banks,actor,"actor,writer"
tt0010703,Six Feet Four,Western,6.3,1919,nm0052226,Perry Banks,actor,"actor,writer"
tt0010729,A Sporting Chance,"Comedy,Drama,Mystery",7.0,1919,nm0052226,Perry Banks,actor,"actor,writer"
tt0009176,Hindle Wakes,Romance,7.0,1918,nm0052354,Margaret Bannerman,actress,"actress,miscellaneous"
tt0019979,Her Private Affair,"Crime,Drama,Romance",5.1,1929,nm0052398,Harry Bannister,actor,actor
tt0006626,Elnémult harangok,\N,6.0,1922,nm0052456,Dezsõ Bánóczi,actor,actor
tt0008039,The Death-Bell,Drama,4.0,1917,nm0052456,Dezsõ Bánóczi,actor,actor
